001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:14:22
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:15:46
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:16:59
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:18:18
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:22:22
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:23:07
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:23:26
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:25:16
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:25:26
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:25:42
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:26:15
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:37:26
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:38:04
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:38:52
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:39:49
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:40:04
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:40:49
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:41:23
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:41:58
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:42:10
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:45:00
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:47:49
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:50:25
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:55:20
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:56:48
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:57:29
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:57:57
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:58:05
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:59:27
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 21:59:48
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:00:07
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:02:53
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:02:59
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:04:27
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:05:46
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:14:49
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:15:26
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:15:36
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:17:16
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:18:18
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:27:51
001;2014/04/21;8247082;8247;082;10000;BELL,SEBASTIAN ;jotape;16/04/26 22:28:14
